Sample	Biosample term name	Biosample term id	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	DNase Experiment accession	DNase Experiment date released	DNase Lab	DNase Donor(s)	DNase File accession	DNase Output type	DNase Run type	ENCODE-rE2G v1	Default Sample	full_predictions_path	thresholded_bedpe_path	thresholded_bigInteract_path	thresholded_predictions_path	full_predictions_mitra	thresholded_bedpe_mitra	thresholded_bigInteract_mitra	thresholded_predictions_mitra	full_predictions_synapse	thresholded_predictions_synapse	thresholded_bedpe_synapse	thresholded_bigInteract_synapse	dnase_bigwig_url
head_of_caudate_nucleus_ENCSR085XKS	head of caudate nucleus	UBERON:0002626	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR085XKS	2021-01-12	John Stamatoyannopoulos, UW	/human-donors/ENCDO920NSS/	ENCFF226FYG	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR085XKS_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR085XKS_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR085XKS_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR085XKS_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR085XKS_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR085XKS_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR085XKS_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR085XKS_thresholded_predictions.tsv.gz	syn55181400	syn55181394	syn55181397	syn55181393	https://www.encodeproject.org/files/ENCFF648TRC/@@download/ENCFF648TRC.bigWig
head_of_caudate_nucleus_ENCSR101HFF	head of caudate nucleus	UBERON:0002626	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR101HFF	2021-01-12	John Stamatoyannopoulos, UW	/human-donors/ENCDO097MEH/	ENCFF875ESV	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR101HFF_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR101HFF_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR101HFF_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR101HFF_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR101HFF_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR101HFF_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR101HFF_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR101HFF_thresholded_predictions.tsv.gz	syn55181404	syn55181399	syn55181401	syn55181398	https://www.encodeproject.org/files/ENCFF502BRQ/@@download/ENCFF502BRQ.bigWig
head_of_caudate_nucleus_ENCSR113DHB	head of caudate nucleus	UBERON:0002626	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR113DHB	2021-01-11	John Stamatoyannopoulos, UW	/human-donors/ENCDO394ZHU/	ENCFF451FJV	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR113DHB_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR113DHB_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR113DHB_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR113DHB_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR113DHB_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR113DHB_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR113DHB_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR113DHB_thresholded_predictions.tsv.gz	syn55181410	syn55181403	syn55181406	syn55181402	https://www.encodeproject.org/files/ENCFF394XCQ/@@download/ENCFF394XCQ.bigWig
head_of_caudate_nucleus_ENCSR116UQH	head of caudate nucleus	UBERON:0002626	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR116UQH	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO707TUE/	ENCFF829OIX	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR116UQH_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR116UQH_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR116UQH_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR116UQH_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR116UQH_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR116UQH_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR116UQH_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR116UQH_thresholded_predictions.tsv.gz	syn55181414	syn55181408	syn55181411	syn55181407	https://www.encodeproject.org/files/ENCFF936VRA/@@download/ENCFF936VRA.bigWig
head_of_caudate_nucleus_ENCSR122NRV	head of caudate nucleus	UBERON:0002626	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR122NRV	2021-01-12	John Stamatoyannopoulos, UW	/human-donors/ENCDO236YSH/	ENCFF593VRV	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR122NRV_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR122NRV_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR122NRV_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR122NRV_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR122NRV_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR122NRV_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR122NRV_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR122NRV_thresholded_predictions.tsv.gz	syn55181419	syn55181413	syn55181416	syn55181412	https://www.encodeproject.org/files/ENCFF436OUJ/@@download/ENCFF436OUJ.bigWig
head_of_caudate_nucleus_ENCSR134IUJ	head of caudate nucleus	UBERON:0002626	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR134IUJ	2021-01-12	John Stamatoyannopoulos, UW	/human-donors/ENCDO470GFA/	ENCFF437IHI	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR134IUJ_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR134IUJ_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR134IUJ_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR134IUJ_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR134IUJ_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR134IUJ_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR134IUJ_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR134IUJ_thresholded_predictions.tsv.gz	syn55181423	syn55181418	syn55181420	syn55181417	https://www.encodeproject.org/files/ENCFF357PGY/@@download/ENCFF357PGY.bigWig
head_of_caudate_nucleus_ENCSR137FWW	head of caudate nucleus	UBERON:0002626	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR137FWW	2021-01-11	John Stamatoyannopoulos, UW	/human-donors/ENCDO607HHC/	ENCFF033CQE	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR137FWW_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR137FWW_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR137FWW_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR137FWW_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR137FWW_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR137FWW_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR137FWW_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR137FWW_thresholded_predictions.tsv.gz	syn55181428	syn55181422	syn55181425	syn55181421	https://www.encodeproject.org/files/ENCFF302EVI/@@download/ENCFF302EVI.bigWig
head_of_caudate_nucleus_ENCSR161ZGA	head of caudate nucleus	UBERON:0002626	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR161ZGA	2021-06-17	John Stamatoyannopoulos, UW	/human-donors/ENCDO754RFQ/	ENCFF825DAH	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR161ZGA_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR161ZGA_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR161ZGA_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR161ZGA_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR161ZGA_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR161ZGA_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR161ZGA_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR161ZGA_thresholded_predictions.tsv.gz	syn55181433	syn55181427	syn55181429	syn55181426	https://www.encodeproject.org/files/ENCFF287GSL/@@download/ENCFF287GSL.bigWig
head_of_caudate_nucleus_ENCSR163BSC	head of caudate nucleus	UBERON:0002626	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR163BSC	2021-01-11	John Stamatoyannopoulos, UW	/human-donors/ENCDO204VNL/	ENCFF027KRE	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR163BSC_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR163BSC_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR163BSC_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR163BSC_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR163BSC_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR163BSC_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR163BSC_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR163BSC_thresholded_predictions.tsv.gz	syn55181437	syn55181431	syn55181434	syn55181430	https://www.encodeproject.org/files/ENCFF754QDS/@@download/ENCFF754QDS.bigWig
head_of_caudate_nucleus_ENCSR163GMC	head of caudate nucleus	UBERON:0002626	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR163GMC	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO284KGV/	ENCFF860YPG	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR163GMC_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR163GMC_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR163GMC_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR163GMC_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR163GMC_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR163GMC_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR163GMC_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR163GMC_thresholded_predictions.tsv.gz	syn55181443	syn55181436	syn55181438	syn55181435	https://www.encodeproject.org/files/ENCFF831JZM/@@download/ENCFF831JZM.bigWig
head_of_caudate_nucleus_ENCSR173NHL	head of caudate nucleus	UBERON:0002626	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR173NHL	2021-01-11	John Stamatoyannopoulos, UW	/human-donors/ENCDO081AHA/	ENCFF727VRD	alignments	paired-ended	FALSE	FALSE	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR173NHL_full_predictions.tsv.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR173NHL_thresholded_predictions.bedpe.gz	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR173NHL_thresholded_predictions.bigInteract	/oak/stanford/groups/engreitz/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR173NHL_thresholded_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/full_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR173NHL_full_predictions.tsv.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bedpe/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR173NHL_thresholded_predictions.bedpe.gz	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_bigInteract/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR173NHL_thresholded_predictions.bigInteract	https://mitra.stanford.edu/engreitz/oak/Projects/Benchmarking/Revisions/Predictors/ENCODE-rE2G/dhs_only/thresholded_predictions/encode_e2g_predictions_head_of_caudate_nucleus_ENCSR173NHL_thresholded_predictions.tsv.gz	syn55181447	syn55181441	syn55181444	syn55181439	https://www.encodeproject.org/files/ENCFF011RNN/@@download/ENCFF011RNN.bigWig
